ano_mes,forma_pagamento,quantidade,valor
2012-10,Pix,0.0,0.0
2012-10,TEC,641.7,849.74
2012-10,TED,12061.14,1069511.12
2012-11,Boleto,178300.09,225311.13
2012-11,Cheque,72770.64,94784.85
2012-11,DOC,21285.62,18182.58
2012-11,Pix,0.0,0.0
2012-11,TEC,671.54,762.62
2012-11,TED,12056.78,974409.1
2012-12,Boleto,175738.76,224841.23
2012-12,Cheque,73674.91,95682.18
2012-12,DOC,21171.68,18011.13
2012-12,Pix,0.0,0.0
2012-12,TEC,975.1,974.62
2012-12,TED,13485.58,1149248.55
2013-01,Boleto,184325.38,240497.59
2013-01,Cheque,72208.68,97507.52
2013-01,DOC,20710.51,16950.92
2013-01,Pix,0.0,0.0
2013-01,TEC,535.01,534.64
2013-01,TED,13079.65,1067660.41
2013-02,Boleto,168496.98,205918.71
2013-02,Cheque,63165.38,82753.14
2013-02,DOC,18475.44,15255.33
2013-02,Pix,0.0,0.0
2013-02,TEC,525.81,527.54
2013-02,TED,12103.18,895662.58
2013-03,Boleto,173296.53,214218.94
2013-03,Cheque,66679.86,89631.0
2013-03,DOC,19675.38,15879.23
2013-03,Pix,0.0,0.0
2013-03,TEC,465.0,422.2
2013-03,TED,13537.11,1019759.81
2013-04,Boleto,196607.1,251659.87
2013-04,Cheque,72503.0,105288.68
2013-04,DOC,21964.0,15737.93
2013-04,Pix,0.0,0.0
2013-04,TEC,346.62,227.12
2013-04,TED,16348.65,1142119.5
2013-05,Boleto,188214.07,238525.99
2013-05,Cheque,69896.14,100406.91
2013-05,DOC,20872.49,15189.33
2013-05,Pix,0.0,0.0
2013-05,TEC,445.82,530.25
2013-05,TED,16809.65,1143063.16
2013-06,Boleto,176553.86,219690.93
2013-06,Cheque,64903.5,92817.84
2013-06,DOC,20339.26,14995.22
2013-06,Pix,0.0,0.0
2013-06,TEC,527.56,794.64
2013-06,TED,16107.58,1140104.36
2013-07,Boleto,197343.71,221922.82
2013-07,Cheque,72365.59,106808.29
2013-07,DOC,21938.9,16000.02
2013-07,Pix,0.0,0.0
2013-07,TEC,713.47,1091.86
2013-07,TED,17965.38,1174109.21
2013-08,Boleto,189179.28,212072.8
2013-08,Cheque,67511.03,97994.49
2013-08,DOC,20901.68,15077.19
2013-08,Pix,0.0,0.0
2013-08,TEC,528.56,790.09
2013-08,TED,17655.92,1168812.84
2013-09,Boleto,192348.01,215882.71
2013-09,Cheque,66578.02,97775.36
2013-09,DOC,21042.6,15290.43
2013-09,Pix,0.0,0.0
2013-09,TEC,520.54,777.95
2013-09,TED,17237.45,1130039.98
2013-10,Boleto,199756.58,227762.49
2013-10,Cheque,73533.89,113735.25
2013-10,DOC,24273.06,16771.29
2013-10,Pix,0.0,0.0
2013-10,TEC,521.52,778.52
2013-10,TED,19062.88,1224493.92
2013-11,Boleto,186705.81,212994.09
2013-11,Cheque,64603.25,97515.6
2013-11,DOC,22615.12,15892.85
2013-11,Pix,0.0,0.0
2013-11,TEC,596.74,869.27
2013-11,TED,18636.22,1139984.63
2013-12,Boleto,200825.53,233065.31
2013-12,Cheque,71833.7,108803.58
2013-12,DOC,23981.77,17776.41
2013-12,Pix,0.0,0.0
2013-12,TEC,896.68,1165.27
2013-12,TED,21152.01,1324008.83
2014-01,Boleto,190807.23,221730.43
2014-01,Cheque,63615.36,105250.0
2014-01,DOC,20338.92,14623.27
2014-01,Pix,0.0,0.0
2014-01,TEC,577.04,805.76
2014-01,TED,18991.46,1210025.66
2014-02,Boleto,183380.13,206735.54
2014-02,Cheque,60264.54,92814.67
2014-02,DOC,19478.28,14204.09
2014-02,Pix,0.0,0.0
2014-02,TEC,593.23,934.56
2014-02,TED,19325.07,1039435.86
2014-03,Boleto,186571.41,213418.56
2014-03,Cheque,62171.83,91902.69
2014-03,DOC,19522.37,14102.79
2014-03,Pix,0.0,0.0
2014-03,TEC,422.68,584.19
2014-03,TED,18542.53,1085474.27
2014-04,Boleto,194680.89,224483.89
2014-04,Cheque,62136.38,99624.06
2014-04,DOC,21902.2,15045.16
2014-04,Pix,0.0,0.0
2014-04,TEC,541.51,794.57
2014-04,TED,19706.59,1150472.31
2014-05,Boleto,192853.42,221263.57
2014-05,Cheque,62587.87,96660.58
2014-05,DOC,21331.22,15121.47
2014-05,Pix,0.0,0.0
2014-05,TEC,499.12,768.44
2014-05,TED,20231.81,1130682.08
2014-06,Boleto,195109.63,221177.01
2014-06,Cheque,59822.96,92860.21
2014-06,DOC,21458.92,15317.34
2014-06,Pix,0.0,0.0
2014-06,TEC,506.29,801.27
2014-06,TED,19528.53,1115663.43
2014-07,Boleto,199948.22,225783.92
2014-07,Cheque,63201.44,101711.9
2014-07,DOC,22448.4,15800.8
2014-07,Pix,0.0,0.0
2014-07,TEC,679.9,1068.42
2014-07,TED,21940.77,1141254.83
2014-08,Boleto,192521.49,216899.96
2014-08,Cheque,58283.72,91842.74
2014-08,DOC,21348.34,15065.61
2014-08,Pix,0.0,0.0
2014-08,TEC,467.52,756.39
2014-08,TED,21260.45,1108063.87
2014-09,Boleto,209286.23,240099.29
2014-09,Cheque,63299.88,100361.89
2014-09,DOC,23331.06,16284.52
2014-09,Pix,0.0,0.0
2014-09,TEC,467.61,759.77
2014-09,TED,22579.86,1216013.62
2014-10,Boleto,209054.2,241566.24
2014-10,Cheque,64581.44,105138.32
2014-10,DOC,25271.08,16878.83
2014-10,Pix,0.0,0.0
2014-10,TEC,481.66,773.56
2014-10,TED,24987.71,1269743.39
2014-11,Boleto,192496.01,221671.12
2014-11,Cheque,56833.82,89451.3
2014-11,DOC,22938.08,15705.05
2014-11,Pix,0.0,0.0
2014-11,TEC,789.69,1321.11
2014-11,TED,23409.84,1113893.47
2014-12,Boleto,217585.0,258006.29
2014-12,Cheque,66305.14,102927.7
2014-12,DOC,24858.49,17931.12
2014-12,Pix,0.0,0.0
2014-12,TEC,1486.1,2511.31
2014-12,TED,26893.45,1387229.47
2015-01,Boleto,192082.77,226261.14
2015-01,Cheque,54989.21,94888.34
2015-01,DOC,19885.96,14121.39
2015-01,Pix,0.0,0.0
2015-01,TEC,890.03,1660.9
2015-01,TED,22495.87,1194647.91
2015-02,Boleto,183408.75,206780.5
2015-02,Cheque,50749.09,80161.72
2015-02,DOC,17550.59,12645.15
2015-02,Pix,0.0,0.0
2015-02,TEC,755.04,1441.79
2015-02,TED,22461.76,1044958.33
2015-03,Boleto,208213.65,237971.52
2015-03,Cheque,59756.26,96586.82
2015-03,DOC,20335.62,14226.59
2015-03,Pix,0.0,0.0
2015-03,TEC,766.61,1477.12
2015-03,TED,25654.07,1305570.99
2015-04,Boleto,200747.39,231819.87
2015-04,Cheque,54844.0,93534.25
2015-04,DOC,19244.02,13529.71
2015-04,Pix,0.0,0.0
2015-04,TEC,742.79,1458.29
2015-04,TED,25018.06,1257985.59
2015-05,Boleto,192640.28,218612.49
2015-05,Cheque,53376.59,88358.35
2015-05,DOC,18739.34,13200.71
2015-05,Pix,0.0,0.0
2015-05,TEC,739.47,1443.06
2015-05,TED,24841.91,1212491.7
2015-06,Boleto,206861.31,236599.66
2015-06,Cheque,56355.5,94108.14
2015-06,DOC,20812.2,14775.4
2015-06,Pix,0.0,0.0
2015-06,TEC,803.52,1532.19
2015-06,TED,26449.77,1284352.36
2015-07,Boleto,205156.82,233983.56
2015-07,Cheque,55865.58,96644.76
2015-07,DOC,20263.44,14777.3
2015-07,Pix,0.0,0.0
2015-07,TEC,988.47,1832.27
2015-07,TED,29131.96,1294210.11
2015-08,Boleto,202186.47,229651.13
2015-08,Cheque,53278.78,91231.33
2015-08,DOC,19471.5,14006.95
2015-08,Pix,0.0,0.0
2015-08,TEC,755.16,1488.55
2015-08,TED,28089.03,1239394.57
2015-09,Boleto,199991.18,230315.9
2015-09,Cheque,54167.99,90013.78
2015-09,DOC,19764.5,14149.58
2015-09,Pix,0.0,0.0
2015-09,TEC,741.17,1485.67
2015-09,TED,28703.0,1343377.12
2015-10,Boleto,205537.0,234223.04
2015-10,Cheque,54464.48,93452.47
2015-10,DOC,19953.57,14712.5
2015-10,Pix,0.0,0.0
2015-10,TEC,728.68,1459.92
2015-10,TED,29817.65,1277681.25
2015-11,Boleto,202413.97,234557.43
2015-11,Cheque,52232.51,87459.65
2015-11,DOC,20393.48,14858.22
2015-11,Pix,0.0,0.0
2015-11,TEC,662.67,1231.7
2015-11,TED,31205.9,1220334.76
2015-12,Boleto,208318.93,245848.73
2015-12,Cheque,55848.69,93477.03
2015-12,DOC,22428.41,16592.29
2015-12,Pix,0.0,0.0
2015-12,TEC,1191.9,2202.9
2015-12,TED,35840.2,1571545.38
2016-01,Boleto,189912.22,222612.29
2016-01,Cheque,45294.31,82800.04
2016-01,DOC,15709.98,12016.73
2016-01,Pix,0.0,0.0
2016-01,TEC,499.31,939.45
2016-01,TED,30728.99,1211165.94
2016-02,Boleto,197575.71,225107.82
2016-02,Cheque,46957.82,79927.23
2016-02,DOC,14455.6,11778.74
2016-02,Pix,0.0,0.0
2016-02,TEC,576.42,1079.27
2016-02,TED,33986.29,1184928.57
2016-03,Boleto,207938.76,239690.04
2016-03,Cheque,50443.05,85203.32
2016-03,DOC,15322.97,12303.86
2016-03,Pix,0.0,0.0
2016-03,TEC,666.89,1250.64
2016-03,TED,37762.98,1387738.67
2016-04,Boleto,195789.71,226725.92
2016-04,Cheque,45938.34,79444.79
2016-04,DOC,14376.42,11632.65
2016-04,Pix,0.0,0.0
2016-04,TEC,586.71,1029.4
2016-04,TED,36144.63,1284108.75
2016-05,Boleto,210245.33,243361.74
2016-05,Cheque,49391.1,85525.27
2016-05,DOC,15222.38,12172.78
2016-05,Pix,0.0,0.0
2016-05,TEC,658.08,1242.92
2016-05,TED,38397.79,1284857.76
2016-06,Boleto,202773.41,233880.62
2016-06,Cheque,47207.06,81175.05
2016-06,DOC,15629.08,12782.04
2016-06,Pix,0.0,0.0
2016-06,TEC,703.61,1388.89
2016-06,TED,39687.53,1318717.53
2016-07,Boleto,199451.85,228192.51
2016-07,Cheque,45238.98,78756.5
2016-07,DOC,15315.92,12715.57
2016-07,Pix,0.0,0.0
2016-07,TEC,842.15,1676.74
2016-07,TED,39407.93,1211940.88
2016-08,Boleto,216885.27,253446.63
2016-08,Cheque,49316.12,83547.85
2016-08,DOC,16929.89,13746.89
2016-08,Pix,0.0,0.0
2016-08,TEC,762.26,1517.2
2016-08,TED,42514.73,1290494.22
2016-09,Boleto,208125.52,238398.93
2016-09,Cheque,46648.47,80422.35
2016-09,DOC,16642.4,14075.26
2016-09,Pix,0.0,0.0
2016-09,TEC,719.45,1428.0
2016-09,TED,40498.56,1237717.25
2016-10,Boleto,205393.17,237807.62
2016-10,Cheque,46358.38,84235.41
2016-10,DOC,16156.18,13722.83
2016-10,Pix,0.0,0.0
2016-10,TEC,716.0,1392.08
2016-10,TED,40983.71,1245625.37
2016-11,Boleto,202618.78,235780.3
2016-11,Cheque,44629.42,76698.16
2016-11,DOC,16620.72,13751.31
2016-11,Pix,0.0,0.0
2016-11,TEC,947.28,1713.52
2016-11,TED,43633.29,1300810.36
2016-12,Boleto,204540.97,240974.28
2016-12,Cheque,45222.33,79015.7
2016-12,DOC,17385.41,14678.87
2016-12,Pix,0.0,0.0
2016-12,TEC,1100.05,2049.05
2016-12,TED,48837.66,1500935.35
2017-01,Boleto,206766.84,246287.38
2017-01,Cheque,41675.13,74713.8
2017-01,DOC,15085.46,11948.71
2017-01,Pix,0.0,0.0
2017-01,TEC,994.84,1729.88
2017-01,TED,42933.21,1322777.66
2017-02,Boleto,174654.92,196068.11
2017-02,Cheque,34334.58,61038.35
2017-02,DOC,13092.63,10374.15
2017-02,Pix,0.0,0.0
2017-02,TEC,685.4,1321.17
2017-02,TED,39751.13,1101076.89
2017-03,Boleto,224478.09,262696.32
2017-03,Cheque,46660.52,80735.35
2017-03,DOC,16968.43,13152.41
2017-03,Pix,0.0,0.0
2017-03,TEC,699.57,1353.24
2017-03,TED,49829.41,1434574.61
2017-04,Boleto,191011.85,222551.15
2017-04,Cheque,37027.78,70110.58
2017-04,DOC,14287.68,11297.29
2017-04,Pix,0.0,0.0
2017-04,TEC,755.01,1530.46
2017-04,TED,42411.45,1259391.31
2017-05,Boleto,214839.58,253401.4
2017-05,Cheque,43252.97,77660.66
2017-05,DOC,16292.36,12754.32
2017-05,Pix,0.0,0.0
2017-05,TEC,688.29,1392.48
2017-05,TED,50513.34,1427535.32
2017-06,Boleto,205723.55,239893.06
2017-06,Cheque,39656.33,70915.07
2017-06,DOC,16200.56,13294.59
2017-06,Pix,0.0,0.0
2017-06,TEC,748.81,1475.65
2017-06,TED,49406.73,1336471.55
2017-07,Boleto,209062.28,242024.62
2017-07,Cheque,39495.53,73945.89
2017-07,DOC,16508.83,13323.64
2017-07,Pix,0.0,0.0
2017-07,TEC,701.98,1428.7
2017-07,TED,50049.16,1320802.56
2017-08,Boleto,216260.44,252539.07
2017-08,Cheque,41347.86,76550.98
2017-08,DOC,17917.57,13898.2
2017-08,Pix,0.0,0.0
2017-08,TEC,727.56,1556.69
2017-08,TED,54402.52,1395326.94
2017-09,Boleto,203542.12,237157.79
2017-09,Cheque,37786.39,68974.1
2017-09,DOC,17068.83,13008.42
2017-09,Pix,0.0,0.0
2017-09,TEC,650.09,1370.76
2017-09,TED,51670.14,1379442.82
2017-10,Boleto,216230.67,258372.38
2017-10,Cheque,40955.03,78075.39
2017-10,DOC,18607.95,13861.3
2017-10,Pix,0.0,0.0
2017-10,TEC,608.3,1337.1
2017-10,TED,55642.72,1439447.5
2017-11,Boleto,210083.6,249614.55
2017-11,Cheque,38562.45,70886.96
2017-11,DOC,18056.18,13742.03
2017-11,Pix,0.0,0.0
2017-11,TEC,690.61,1409.23
2017-11,TED,54735.51,1358089.34
2017-12,Boleto,206781.43,248690.3
2017-12,Cheque,38603.62,73036.78
2017-12,DOC,18247.95,14607.81
2017-12,Pix,0.0,0.0
2017-12,TEC,1191.05,2354.81
2017-12,TED,57714.15,1638689.55
2018-01,Boleto,221584.28,267343.74
2018-01,Cheque,37857.6,78027.75
2018-01,DOC,16568.3,12565.78
2018-01,Pix,0.0,0.0
2018-01,TEC,854.41,1746.72
2018-01,TED,52938.1,1468256.04
2018-02,Boleto,197494.02,225789.02
2018-02,Cheque,33032.05,63434.16
2018-02,DOC,15147.24,11365.87
2018-02,Pix,0.0,0.0
2018-02,TEC,732.91,1416.71
2018-02,TED,49000.71,1249190.03
2018-03,Boleto,207634.8,240592.29
2018-03,Cheque,35804.58,70782.69
2018-03,DOC,16730.53,12280.04
2018-03,Pix,0.0,0.0
2018-03,TEC,778.91,1519.76
2018-03,TED,55977.06,1494125.06
2018-04,Boleto,218717.62,260797.71
2018-04,Cheque,36845.1,68034.15
2018-04,DOC,17559.7,12575.76
2018-04,Pix,0.0,0.0
2018-04,TEC,741.52,1574.91
2018-04,TED,57675.2,1554642.93
2018-05,Boleto,215086.82,253356.97
2018-05,Cheque,35115.38,65871.35
2018-05,DOC,17219.89,12317.34
2018-05,Pix,0.0,0.0
2018-05,TEC,758.45,1558.25
2018-05,TED,57019.95,1609618.46
2018-06,Boleto,206194.31,242652.29
2018-06,Cheque,33412.05,61467.26
2018-06,DOC,18178.79,13740.84
2018-06,Pix,0.0,0.0
2018-06,TEC,680.18,1432.5
2018-06,TED,55697.34,1558315.84
2018-07,Boleto,223160.44,268199.74
2018-07,Cheque,35511.15,74083.33
2018-07,DOC,20086.73,14954.76
2018-07,Pix,0.0,0.0
2018-07,TEC,776.87,1582.11
2018-07,TED,58836.47,1563636.98
2018-08,Boleto,226124.29,274665.61
2018-08,Cheque,35035.81,74332.45
2018-08,DOC,20292.28,14621.11
2018-08,Pix,0.0,0.0
2018-08,TEC,724.91,1463.21
2018-08,TED,62669.22,1725017.4
2018-09,Boleto,209891.65,253488.79
2018-09,Cheque,31573.12,65302.12
2018-09,DOC,18624.98,13412.06
2018-09,Pix,0.0,0.0
2018-09,TEC,796.05,1645.86
2018-09,TED,57174.55,1487757.33
2018-10,Boleto,237211.13,293876.51
2018-10,Cheque,36378.22,78974.52
2018-10,DOC,21410.73,14996.84
2018-10,Pix,0.0,0.0
2018-10,TEC,704.52,1455.95
2018-10,TED,63549.45,1761073.42
2018-11,Boleto,222653.29,274197.58
2018-11,Cheque,33166.59,67529.93
2018-11,DOC,19765.18,14050.69
2018-11,Pix,0.0,0.0
2018-11,TEC,907.08,1777.73
2018-11,TED,63260.12,1592177.22
2018-12,Boleto,221386.61,271875.49
2018-12,Cheque,32424.32,63868.17
2018-12,DOC,19892.35,14346.42
2018-12,Pix,0.0,0.0
2018-12,TEC,1209.2,2328.97
2018-12,TED,68690.61,1816868.24
2019-01,Boleto,236523.1,288372.34
2019-01,Cheque,32866.58,75042.64
2019-01,DOC,19416.76,13425.82
2019-01,Pix,0.0,0.0
2019-01,TEC,852.49,1618.01
2019-01,TED,63989.55,1753196.76
2019-02,Boleto,221655.56,259539.83
2019-02,Cheque,29605.9,60800.01
2019-02,DOC,16926.08,11542.68
2019-02,Pix,0.0,0.0
2019-02,TEC,908.11,1649.09
2019-02,TED,66873.19,1635378.99
2019-03,Boleto,226585.47,264713.56
2019-03,Cheque,29832.14,59640.73
2019-03,DOC,16107.0,10844.3
2019-03,Pix,0.0,0.0
2019-03,TEC,827.3,1527.71
2019-03,TED,68864.52,1650804.97
2019-04,Boleto,246435.45,293761.06
2019-04,Cheque,31635.01,72834.73
2019-04,DOC,17089.2,11483.08
2019-04,Pix,0.0,0.0
2019-04,TEC,899.81,1665.72
2019-04,TED,76575.18,1853821.98
2019-05,Boleto,249543.03,293770.85
2019-05,Cheque,31540.57,68523.11
2019-05,DOC,15469.05,11207.02
2019-05,Pix,0.0,0.0
2019-05,TEC,961.02,1885.38
2019-05,TED,80987.19,1963999.86
2019-06,Boleto,232437.28,267336.19
2019-06,Cheque,28257.6,60206.14
2019-06,DOC,15181.12,12026.45
2019-06,Pix,0.0,0.0
2019-06,TEC,986.86,1955.16
2019-06,TED,75081.8,1882917.95
2019-07,Boleto,264517.16,307807.55
2019-07,Cheque,32541.55,76626.29
2019-07,DOC,17765.04,13816.72
2019-07,Pix,0.0,0.0
2019-07,TEC,912.03,1742.79
2019-07,TED,88864.91,2140721.73
2019-08,Boleto,254545.78,294263.16
2019-08,Cheque,30042.62,66967.22
2019-08,DOC,17352.85,12892.27
2019-08,Pix,0.0,0.0
2019-08,TEC,942.16,1889.52
2019-08,TED,91220.31,2080454.77
2019-09,Boleto,261615.97,300838.74
2019-09,Cheque,29939.41,63273.26
2019-09,DOC,18269.85,12943.81
2019-09,Pix,0.0,0.0
2019-09,TEC,897.19,1837.35
2019-09,TED,96570.84,2064524.93
2019-10,Boleto,271454.12,315145.53
2019-10,Cheque,30772.21,68611.83
2019-10,DOC,18192.93,13188.6
2019-10,Pix,0.0,0.0
2019-10,TEC,929.57,1916.28
2019-10,TED,105182.29,2217642.2
2019-11,Boleto,259227.99,298087.47
2019-11,Cheque,28100.63,58673.77
2019-11,DOC,16136.59,11794.57
2019-11,Pix,0.0,0.0
2019-11,TEC,1016.23,2023.31
2019-11,TED,101969.12,1940787.19
2019-12,Boleto,279722.02,326883.99
2019-12,Cheque,30341.86,63195.98
2019-12,DOC,17426.99,12745.62
2019-12,Pix,0.0,0.0
2019-12,TEC,1239.26,2404.18
2019-12,TED,117198.49,2401613.34
2020-01,Boleto,272526.14,313258.85
2020-01,Cheque,27729.48,62656.46
2020-01,DOC,15019.77,11000.87
2020-01,Pix,0.0,0.0
2020-01,TEC,859.02,1694.92
2020-01,TED,108115.83,2140962.71
2020-02,Boleto,253409.5,282068.23
2020-02,Cheque,24455.11,54005.38
2020-02,DOC,13564.79,9365.19
2020-02,Pix,0.0,0.0
2020-02,TEC,775.92,1562.95
2020-02,TED,102809.73,1894701.97
2020-03,Boleto,278115.86,303087.87
2020-03,Cheque,27008.77,56580.32
2020-03,DOC,14918.99,10262.49
2020-03,Pix,0.0,0.0
2020-03,TEC,781.54,1571.69
2020-03,TED,118460.64,2616470.45
2020-04,Boleto,263450.45,261763.97
2020-04,Cheque,22053.97,46751.93
2020-04,DOC,21028.04,13842.41
2020-04,Pix,0.0,0.0
2020-04,TEC,754.14,1521.42
2020-04,TED,117480.02,2082623.44
2020-05,Boleto,267217.37,255101.02
2020-05,Cheque,19814.84,48624.49
2020-05,DOC,23640.52,16525.08
2020-05,Pix,0.0,0.0
2020-05,TEC,765.13,1574.67
2020-05,TED,123833.66,1958424.79
2020-06,Boleto,290965.73,287917.02
2020-06,Cheque,21058.32,49372.39
2020-06,DOC,29095.16,20513.66
2020-06,Pix,0.0,0.0
2020-06,TEC,748.04,1551.23
2020-06,TED,140072.83,2225955.93
2020-07,Boleto,318767.44,315718.52
2020-07,Cheque,21524.58,50959.72
2020-07,DOC,25121.11,18045.67
2020-07,Pix,0.0,0.0
2020-07,TEC,736.45,1529.24
2020-07,TED,177019.49,2549652.69
2020-08,Boleto,324328.63,330214.39
2020-08,Cheque,21015.68,50576.38
2020-08,DOC,26159.3,18046.1
2020-08,Pix,0.0,0.0
2020-08,TEC,590.35,1185.33
2020-08,TED,176588.52,2416042.49
2020-09,Boleto,330602.01,350762.59
2020-09,Cheque,21590.82,53174.54
2020-09,DOC,23097.5,16065.06
2020-09,Pix,0.0,0.0
2020-09,TEC,697.58,1445.03
2020-09,TED,187549.69,2538287.06
2020-10,Boleto,336428.41,363359.84
2020-10,Cheque,21888.85,53427.37
2020-10,DOC,19496.7,13355.08
2020-10,Pix,0.0,0.0
2020-10,TEC,755.53,1585.81
2020-10,TED,193914.69,2529825.54
2020-11,Boleto,350564.46,375573.9
2020-11,Cheque,21885.21,52526.06
2020-11,DOC,22362.97,13980.28
2020-11,Pix,32867.36,29196.99
2020-11,TEC,750.55,1485.96
2020-11,TED,191703.38,2571188.87
2020-12,Boleto,353636.58,394356.67
2020-12,Cheque,22020.43,55376.12
2020-12,DOC,16774.77,11369.78
2020-12,Pix,143339.29,120697.92
2020-12,TEC,1043.65,2065.64
2020-12,TED,189261.59,2935690.91
2021-01,Boleto,314232.62,351809.62
2021-01,Cheque,18870.96,47363.18
2021-01,DOC,14474.54,8834.15
2021-01,Pix,199611.49,156576.83
2021-01,TEC,801.69,1582.47
2021-01,TED,119389.99,2406059.95
2021-02,Boleto,306432.32,338584.62
2021-02,Cheque,17997.84,46939.4
2021-02,DOC,8622.89,6384.33
2021-02,Pix,273167.83,195464.5
2021-02,TEC,740.59,1497.1
2021-02,TED,111617.8,2381021.03
2021-03,Boleto,358045.89,399875.9
2021-03,Cheque,21076.69,57274.71
2021-03,DOC,8589.92,6559.22
2021-03,Pix,389558.55,273005.19
2021-03,TEC,638.88,1272.87
2021-03,TED,119890.41,3083743.42
2021-04,Boleto,335530.74,374186.91
2021-04,Cheque,18441.84,52999.98
2021-04,DOC,7535.06,5755.89
2021-04,Pix,494733.64,312912.45
2021-04,TEC,693.38,1446.8
2021-04,TED,110989.05,2735892.74
2021-05,Boleto,341731.09,389564.26
2021-05,Cheque,18456.48,54201.28
2021-05,DOC,10221.54,8444.29
2021-05,Pix,641530.48,376521.08
2021-05,TEC,489.86,983.25
2021-05,TED,110651.8,2819281.6
2021-06,Boleto,342773.47,393852.08
2021-06,Cheque,18254.45,53161.69
2021-06,DOC,10902.82,8958.66
2021-06,Pix,735299.77,416301.68
2021-06,TEC,696.15,1464.76
2021-06,TED,107582.53,2980596.44
2021-07,Boleto,349844.73,404147.44
2021-07,Cheque,18196.26,52678.84
2021-07,DOC,11366.75,9021.56
2021-07,Pix,873876.23,474406.92
2021-07,TEC,763.01,1562.97
2021-07,TED,102448.1,3008021.83
2021-08,Boleto,360595.99,427123.67
2021-08,Cheque,18734.59,55032.48
2021-08,DOC,10095.59,8283.09
2021-08,Pix,961033.47,529325.7
2021-08,TEC,402.95,790.52
2021-08,TED,99440.21,3159715.32
2021-09,Boleto,349225.18,420768.07
2021-09,Cheque,17902.58,52527.15
2021-09,DOC,6205.63,5002.1
2021-09,Pix,1028427.24,553183.59
2021-09,TEC,624.11,1330.64
2021-09,TED,94312.02,3089309.13
2021-10,Boleto,342504.64,412222.98
2021-10,Cheque,17160.27,49988.27
2021-10,DOC,6050.76,4742.44
2021-10,Pix,1167627.95,580611.15
2021-10,TEC,681.7,1495.72
2021-10,TED,91544.91,3090855.32
2021-11,Boleto,361368.8,443844.71
2021-11,Cheque,18274.71,53233.05
2021-11,DOC,5648.19,4725.76
2021-11,Pix,1226445.29,620923.1
2021-11,TEC,691.57,1416.04
2021-11,TED,96520.8,3046202.31
2021-12,Boleto,357708.47,452537.25
2021-12,Cheque,18159.22,54523.81
2021-12,DOC,5017.86,4698.79
2021-12,Pix,1442212.36,714884.43
2021-12,TEC,1305.51,2524.43
2021-12,TED,105998.02,3670235.48
2022-01,Boleto,343641.99,420659.17
2022-01,Cheque,16195.58,47613.5
2022-01,DOC,4193.62,3920.09
2022-01,Pix,1284230.01,636333.2
2022-01,TEC,675.96,1441.29
2022-01,TED,84458.74,3042937.65
2022-02,Boleto,308925.15,370347.17
2022-02,Cheque,14059.59,42796.67
2022-02,DOC,4095.13,3701.32
2022-02,Pix,1367497.83,644475.7
2022-02,TEC,537.39,1147.26
2022-02,TED,79412.96,2880855.45
2022-03,Boleto,380679.53,475829.92
2022-03,Cheque,18276.79,58871.56
2022-03,DOC,4906.23,4354.95
2022-03,Pix,1598295.91,787017.65
2022-03,TEC,582.01,1277.27
2022-03,TED,93022.24,3583365.23
2022-04,Boleto,334954.82,431871.09
2022-04,Cheque,15144.47,49618.47
2022-04,DOC,4105.58,3686.33
2022-04,Pix,1664792.46,772171.43
2022-04,TEC,704.51,1551.8
2022-04,TED,82723.74,3211893.37
2022-05,Boleto,364436.61,480056.55
2022-05,Cheque,16857.13,56889.59
2022-05,DOC,7014.02,6799.14
2022-05,Pix,1856767.98,882394.8
2022-05,TEC,714.97,1619.31
2022-05,TED,87854.94,3695833.5
2022-06,Boleto,350345.01,460839.19
2022-06,Cheque,15759.32,51717.74
2022-06,DOC,6785.49,6596.06
2022-06,Pix,1925887.77,888818.17
2022-06,TEC,692.63,1615.03
2022-06,TED,84009.11,3541847.8
2022-07,Boleto,342147.16,450111.25
2022-07,Cheque,15237.06,50103.61
2022-07,DOC,7105.1,6692.24
2022-07,Pix,2060630.59,933098.09
2022-07,TEC,753.36,1688.6
2022-07,TED,82325.31,3378764.36
2022-08,Boleto,373212.23,505529.0
2022-08,Cheque,16827.09,57856.85
2022-08,DOC,6694.35,6367.15
2022-08,Pix,2180316.37,983789.49
2022-08,TEC,440.6,973.35
2022-08,TED,88850.51,3587442.45
2022-09,Boleto,350208.81,475684.01
2022-09,Cheque,15454.12,52438.11
2022-09,DOC,4247.83,4047.07
2022-09,Pix,2287655.11,1019526.37
2022-09,TEC,483.81,1073.51
2022-09,TED,85504.31,3471556.34
2022-10,Boleto,353610.13,477418.67
2022-10,Cheque,14985.6,49550.28
2022-10,DOC,3411.03,3278.9
2022-10,Pix,2436486.47,1046413.03
2022-10,TEC,657.19,1535.22
2022-10,TED,79833.93,3248099.31
2022-11,Boleto,349118.91,473580.19
2022-11,Cheque,14501.4,48575.49
2022-11,DOC,3248.99,3187.94
2022-11,Pix,2498449.43,1075310.97
2022-11,TEC,602.37,1316.4
2022-11,TED,83094.38,3323697.77
2022-12,Boleto,349044.0,478219.38
2022-12,Cheque,14246.95,47529.19
2022-12,DOC,3211.72,3117.79
2022-12,Pix,2872229.03,1221189.67
2022-12,TEC,1272.38,2757.91
2022-12,TED,91361.54,3810324.55
2023-01,Boleto,357005.85,479459.52
2023-01,Cheque,14091.41,46687.43
2023-01,DOC,2499.45,2534.06
2023-01,Pix,2575313.68,1111232.54
