ano_mes,forma_pagamento,quantidade,valor
2023-01,TEC,632.37,1438.59
2023-01,TED,77982.34,3394583.49
2023-02,Boleto,325643.69,427177.9
2023-02,Cheque,12393.22,50947.11
2023-02,DOC,2436.12,2367.58
2023-02,Pix,2539124.04,1055639.04
2023-02,TEC,645.05,1512.53
2023-02,TED,70232.83,2889422.93
2023-03,Boleto,362664.11,487777.17
2023-03,Cheque,13763.41,55997.48
2023-03,DOC,2595.33,2565.47
2023-03,Pix,3001955.59,1280323.99
2023-03,TEC,680.54,1584.04
2023-03,TED,80528.87,3635596.89
2023-04,Boleto,326293.01,443418.56
2023-04,Cheque,12188.2,43399.52
2023-04,DOC,2378.17,2279.99
2023-04,Pix,2910507.63,1191585.15
2023-04,TEC,661.7,1594.82
2023-04,TED,69286.78,3234549.45
2023-05,Boleto,366029.09,509111.41
2023-05,Cheque,14171.91,50982.54
2023-05,DOC,4139.19,4971.97
2023-05,Pix,3189216.59,1343030.1
2023-05,TEC,620.33,1492.52
2023-05,TED,76551.74,3772412.45
2023-06,Boleto,348653.58,475375.14
2023-06,Cheque,12898.39,44354.61
2023-06,DOC,3810.8,4006.27
2023-06,Pix,3296854.65,1365761.97
2023-06,TEC,710.66,1683.4
2023-06,TED,73637.42,3658988.54
2023-07,Boleto,353354.67,479276.62
2023-07,Cheque,12782.7,43634.75
2023-07,DOC,4722.99,4401.98
2023-07,Pix,3533075.01,1422691.71
2023-07,TEC,667.68,1589.98
2023-07,TED,71737.39,3363338.77
2023-08,Boleto,360865.3,501254.74
2023-08,Cheque,13113.98,46973.84
2023-08,DOC,5253.95,3197.77
2023-08,Pix,3753059.35,1518932.78
2023-08,TEC,614.09,1481.22
2023-08,TED,76572.62,3406865.07
2023-09,Boleto,340115.13,471176.87
2023-09,Cheque,11916.38,41653.43
2023-09,DOC,2636.88,2532.14
2023-09,Pix,3830813.55,1527905.08
2023-09,TEC,483.31,1085.19
2023-09,TED,69407.83,3190050.37
2023-10,Boleto,362721.59,512336.66
2023-10,Cheque,12902.42,46646.9
2023-10,DOC,1746.38,1763.79
2023-10,Pix,4050452.35,1652921.87
2023-10,TEC,664.92,1578.12
2023-10,TED,71870.56,3325168.55
2023-11,Boleto,345234.36,490503.75
2023-11,Cheque,11866.27,40735.16
2023-11,DOC,1506.38,1521.77
2023-11,Pix,4211458.47,1727397.13
2023-11,TEC,754.56,1711.45
2023-11,TED,74398.41,3135995.22
2023-12,Boleto,337552.05,484391.91
2023-12,Cheque,11241.91,39208.22
2023-12,DOC,1412.03,1399.42
2023-12,Pix,4783759.11,1919836.0
2023-12,TEC,1152.37,2498.31
2023-12,TED,80202.34,3629759.48
2024-01,Boleto,363550.32,516702.44
2024-01,Cheque,11919.12,41615.89
2024-01,DOC,600.76,616.58
2024-01,Pix,4350076.79,1804382.83
2024-01,TEC,387.18,815.94
2024-01,TED,70343.33,3337346.6
2024-02,Boleto,332269.47,463066.01
2024-02,Cheque,10373.38,37076.26
2024-02,DOC,61.89,34.21
2024-02,Pix,4344916.74,1703935.27
2024-02,TEC,60.01,109.32
2024-02,TED,65805.91,2981226.89
2024-03,Boleto,336435.46,469047.59
2024-03,Cheque,10122.46,36644.55
2024-03,DOC,0.0,0.0
2024-03,Pix,4880450.84,1920981.78
2024-03,TEC,0.0,0.0
2024-03,TED,67565.09,3333054.72
2024-04,Boleto,361633.28,524619.69
2024-04,Cheque,11179.22,43295.4
2024-04,DOC,0.0,0.0
2024-04,Pix,4900457.64,2062609.18
2024-04,TEC,0.0,0.0
2024-04,TED,70647.2,3652606.92
2024-05,Boleto,349180.92,506302.82
2024-05,Cheque,10467.85,40133.55
2024-05,DOC,0.0,0.0
2024-05,Pix,5204193.37,2103326.01
2024-05,TEC,0.0,0.0
2024-05,TED,69023.19,3482037.72
2024-06,Boleto,327754.93,475278.61
2024-06,Cheque,9642.76,36114.74
2024-06,DOC,0.0,0.0
2024-06,Pix,5252176.9,2118312.04
2024-06,TEC,0.0,0.0
2024-06,TED,64970.94,3544187.49
2024-07,Boleto,366484.15,546660.21
2024-07,Cheque,10942.8,41504.78
2024-07,DOC,0.0,0.0
2024-07,Pix,5392806.29,2338132.97
2024-07,TEC,0.0,0.0
2024-07,TED,69657.23,3828950.29
2024-08,Boleto,343924.99,519248.33
2024-08,Cheque,10009.39,39142.87
2024-08,DOC,0.0,0.0
2024-08,Pix,5639358.01,2326231.16
2024-08,TEC,0.0,0.0
2024-08,TED,67581.13,3621022.67
2024-09,Boleto,344698.46,520250.19
2024-09,Cheque,9978.94,39601.85
2024-09,DOC,0.0,0.0
2024-09,Pix,5515140.08,2313327.22
2024-09,TEC,0.0,0.0
2024-09,TED,66156.06,3730246.74
2024-10,Boleto,362192.91,563986.63
2024-10,Cheque,10202.17,39646.01
2024-10,DOC,0.0,0.0
2024-10,Pix,5712448.02,2476793.69
2024-10,TEC,0.0,0.0
2024-10,TED,68590.55,3885790.21
2024-11,Boleto,332501.15,512370.3
2024-11,Cheque,9018.91,34430.29
2024-11,DOC,0.0,0.0
2024-11,Pix,5794534.99,2456993.87
2024-11,TEC,0.0,0.0
2024-11,TED,68004.61,3526411.66
2024-12,Boleto,361042.81,566693.06
2024-12,Cheque,9616.44,37774.51
2024-12,DOC,0.0,0.0
2024-12,Pix,6429873.76,2778266.67
2024-12,TEC,0.0,0.0
2024-12,TED,75539.52,4248330.27
2025-01,Boleto,338952.59,519244.8
2025-01,Cheque,9199.15,36429.91
2025-01,DOC,0.0,0.0
2025-01,Pix,5673012.47,2469941.67
2025-01,TEC,0.0,0.0
2025-01,TED,62232.13,3705721.69
2025-02,Boleto,324481.7,488180.37
2025-02,Cheque,8350.17,33019.98
2025-02,DOC,0.0,0.0
2025-02,Pix,5598509.94,2429262.08
2025-02,TEC,0.0,0.0
2025-02,TED,61949.09,3378764.97
2025-03,Boleto,340788.0,516117.79
2025-03,Cheque,8808.83,35645.95
2025-03,DOC,0.0,0.0
2025-03,Pix,6238231.6,2566965.2
2025-03,TEC,0.0,0.0
2025-03,TED,61294.83,3683199.49
2025-04,Boleto,341624.79,539022.34
2025-04,Cheque,8454.24,36327.15
2025-04,DOC,0.0,0.0
2025-04,Pix,6267333.46,2673358.43
2025-04,TEC,0.0,0.0
2025-04,TED,58891.0,3798026.1
2025-05,Boleto,340006.42,532979.61
2025-05,Cheque,8406.19,35833.8
2025-05,DOC,0.0,0.0
2025-05,Pix,6632765.22,2818937.95
2025-05,TEC,0.0,0.0
2025-05,TED,64178.98,3799492.18
2025-06,Boleto,338127.37,523439.24
2025-06,Cheque,8217.12,34182.86
2025-06,DOC,0.0,0.0
2025-06,Pix,6453692.04,2865951.56
2025-06,TEC,0.0,0.0
2025-06,TED,61192.05,3728009.92
2025-07,Boleto,353819.55,564569.38
2025-07,Cheque,8507.87,35797.81
2025-07,DOC,0.0,0.0
2025-07,Pix,6671770.9,3055518.75
2025-07,TEC,0.0,0.0
2025-07,TED,67192.89,3915166.65
2025-08,Boleto,328959.8,522435.28
2025-08,Cheque,7764.15,34009.59
2025-08,DOC,0.0,0.0
2025-08,Pix,6965545.33,3033563.78
2025-08,TEC,0.0,0.0
2025-08,TED,64506.6,3700999.64
2025-09,Boleto,349079.13,569213.66
2025-09,Cheque,8401.46,36257.82
2025-09,DOC,0.0,0.0
2025-09,Pix,6843677.25,3178872.86
2025-09,TEC,0.0,0.0
2025-09,TED,67787.76,3935730.15
2025-10,Boleto,347805.9,570061.34
2025-10,Cheque,8133.43,34584.96
2025-10,DOC,0.0,0.0
2025-10,Pix,7262044.71,3315978.67
2025-10,TEC,0.0,0.0
2025-10,TED,69508.97,3935395.1
2025-11,Boleto,317968.79,513158.5
2025-11,Cheque,7021.35,29207.65
2025-11,DOC,0.0,0.0
2025-11,Pix,7161424.75,3122098.39
2025-11,TEC,0.0,0.0
2025-11,TED,61980.91,3565384.27
2025-12,Boleto,360617.75,603920.36
2025-12,Cheque,7934.51,33738.32
2025-12,DOC,0.0,0.0
2025-12,Pix,7858999.2,3771628.4
2025-12,TEC,0.0,0.0
2025-12,TED,77612.7,4632904.84
2026-01,Boleto,315999.89,511645.82
2026-01,Cheque,7053.84,30801.1
2026-01,DOC,0.0,0.0
2026-01,Pix,7021997.69,3170990.34
2026-01,TEC,0.0,0.0
2026-01,TED,59302.67,3819653.6
2026-02,Boleto,307053.39,487957.93
2026-02,Cheque,6264.06,26618.21
2026-02,DOC,0.0,0.0
2026-02,Pix,6606114.79,2996838.9
2026-02,TEC,0.0,0.0
2026-02,TED,63710.34,3342672.09
2026-03,Boleto,346881.81,572564.03
2026-03,Cheque,7367.69,32865.28
2026-03,DOC,0.0,0.0
2026-03,Pix,7442903.15,3533664.12
2026-03,TEC,0.0,0.0
2026-03,TED,69211.12,4196796.01
2026-04,Boleto,326984.42,552159.56
2026-04,Cheque,6667.11,32464.83
2026-04,DOC,0.0,0.0
2026-04,Pix,7370602.06,3421732.27
2026-04,TEC,0.0,0.0
2026-04,TED,65272.11,4064285.57
2026-05,Boleto,321873.66,541107.26
2026-05,Cheque,6299.28,28997.49
2026-05,DOC,0.0,0.0
2026-05,Pix,7854699.48,3478034.84
2026-05,TEC,0.0,0.0
2026-05,TED,65540.9,3828232.89
2026-06,Boleto,340587.57,577082.91
2026-06,Cheque,6693.47,30773.59
2026-06,DOC,0.0,0.0
2026-06,Pix,7699815.65,3599270.78
2026-06,TEC,0.0,0.0
2026-06,TED,64041.78,4235160.17
